-0.00541182,-0.00436579,-0.00426817,0
-0.00541496,-0.00435834,-0.00426964,0
-0.00543389,-0.00433843,-0.00427052,0
-0.00544801,-0.00433418,-0.00427109,0
-0.00545639,-0.00433914,-0.00427104,0
-0.00546012,-0.00434845,-0.00427126,0
-0.00547909,-0.00436728,-0.00427141,0
-0.00549312,-0.0043713,-0.00427127,0
-0.00548999,-0.00436864,-0.00427103,0
-0.00548451,-0.00436401,-0.00427046,0
-0.00546979,-0.00435167,-0.00426981,0
-0.00545948,-0.00434494,-0.00426903,0
-0.00545823,-0.00433458,-0.0042682,0
-0.00546084,-0.00432569,-0.00426699,0
-0.00546681,-0.00431968,-0.00426538,0
-0.00546985,-0.00431037,-0.0042634,0
-0.00546721,-0.00430002,-0.00426032,0
-0.005462,-0.00428972,-0.00425694,0
-0.00546266,-0.00427193,-0.00425439,0
-0.00545975,-0.00426168,-0.00425238,0
-0.00545688,-0.00427544,-0.00425087,0
-0.00545396,-0.00428654,-0.00424966,0
-0.00545184,-0.00430859,-0.00424926,0
-0.00543322,-0.00431961,-0.00424954,0
-0.00541667,-0.00434089,-0.00425111,0
-0.00540778,-0.00436112,-0.00425331,0
-0.00539721,-0.00437015,-0.00425586,0
-0.00539789,-0.0043602,-0.0042589,0
-0.00540773,-0.0043372,-0.00426245,0
-0.00540438,-0.00431573,-0.00426575,0
-0.0054069,-0.00429411,-0.00426875,0
-0.00542026,-0.00428302,-0.00427155,0
-0.00543939,-0.0042891,-0.00427387,0
-0.00545125,-0.00430224,-0.00427562,0
-0.00545897,-0.00432446,-0.00427706,0
-0.00545518,-0.00433584,-0.0042788,0
-0.00544246,-0.00434792,-0.00428142,0
-0.00543324,-0.00434564,-0.0042844,0
-0.00543605,-0.00435275,-0.00428711,0
-0.00544291,-0.00436216,-0.00428941,0
-0.00545339,-0.00438468,-0.00429126,0
-0.00546321,-0.00439329,-0.00429279,0
-0.00546698,-0.00438705,-0.00429389,0
-0.00546596,-0.00438337,-0.00429369,0
-0.00546657,-0.00439523,-0.0042932,0
-0.00545583,-0.00439967,-0.00429274,0
-0.00545445,-0.00441585,-0.00429244,0
-0.00544753,-0.00443915,-0.00429208,0
-0.00545322,-0.00446161,-0.00429138,0
-0.0054565,-0.00446481,-0.00429029,0
-0.00544847,-0.00446375,-0.00428809,0
-0.00545243,-0.00445293,-0.00428561,0
-0.00545192,-0.00441014,-0.0042831,0
-0.00545574,-0.00438573,-0.0042803,0
-0.00545359,-0.00435658,-0.0042775,0
-0.00544882,-0.004333,-0.00427508,0
-0.00544743,-0.00428767,-0.00427318,0
-0.00545109,-0.00426401,-0.00427176,0
-0.00546265,-0.00425438,-0.00427092,0
-0.00546872,-0.00426291,-0.00427022,0
-0.0054764,-0.0042768,-0.00426917,0
-0.00547462,-0.0042865,-0.0042681,0
-0.00547186,-0.00430257,-0.00426727,0
-0.00546929,-0.00430371,-0.00426646,0
-0.00546428,-0.00430964,-0.00426539,0
-0.0054521,-0.00431946,-0.0042643,0
-0.00543721,-0.00431831,-0.0042633,0
-0.00543848,-0.00432272,-0.00426184,0
